,longitude,latitude
0,-73.98227551,40.72726685
1,-73.94894565,40.8091506
2,-73.97328617,40.75436116
3,-73.98660181,40.76263573
4,-73.87124998,40.76696224
5,-73.97492762,40.78705872
6,-73.95253233,40.77328378
7,-73.78222692,40.64736145
8,-73.99468622,40.74292497
9,-74.0047403,40.70852686
