,longitude,latitude
0,-73.99213925,40.75029304
1,-73.86811142,40.76454869
2,-73.93448195,40.82711368
3,-74.03472788,40.70102565
4,-73.97541618,40.75794618
5,-73.99530914,40.72460149
6,-73.7803851,40.65906982
7,-73.95075102,40.77396579
8,-73.97614803,40.7838726
9,-73.95674052,40.68348334
